n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj;source;geo_point_borne;code_insee_commune;Région
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*73*_*_*_;Valbonne Parking Garbejaïre;Parking Centre Médical médiathèque;6152;7.044881;43.624324;2;FR*A16*E*WIIZ*73*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.624324,7.044881;6152;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*7*_*_*_;Opio Parking centre commercial Font Neuve;Rond point de la fontaine neuve;6089;6.985467;43.667214;2;FR*A16*E*WIIZ*7*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.667214,6.985467;6089;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*72*_*_*_;La Colle-Sur-Loup Parking Straputicari;Rue des Ecoles;6044;7.106864;43.686064;2;FR*A16*E*WIIZ*72*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.686064,7.106864;6044;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*36*_*_*_;Gourdon Village - Parking de la Ferrage;Parking de la Ferrage;6068;6.977588;43.720795;2;FR*A16*E*WIIZ*36*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.720795,6.977588;6068;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*57*_*_*_;Vallauris Parking Louce;Rue Alexandre Louce;6155;7.074144;43.569863;2;FR*A16*E*WIIZ*57*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.569863,7.074144;6155;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*10*_*_*_;Antibes Parking St Roch;Avenue de Verdun;6004;7.123361;43.583973;2;FR*A16*E*WIIZ*10*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.583973,7.123361;6004;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*19*_*_*_;Biot Parking St Philippe;Avenue de la Roumanille;6018;7.074646;43.618129;2;FR*A16*E*WIIZ*19*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.618129,7.074646;6018;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*33*_*_*_;Le Bar-sur-Loup Parking Place de la Tour;Place de la Tour;6010;6.989378;43.701405;2;FR*A16*E*WIIZ*33*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.701405,6.989378;6010;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*32*_*_*_;Bouyon Parking Village;Route de Bézaudun;6022;7.122704;43.825059;2;FR*A16*E*WIIZ*32*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.825059,7.122704;6022;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*11*_*_*_;Antibes Azur Arena;Rue Henri Laugier;6004;7.076204;43.605541;2;FR*A16*E*WIIZ*11*1*1*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.605541,7.076204;6004;Provence-Alpes-Côte d'Azur
CASA;Sodetrel;WiiiZ;FR*A16*P*WIIZ*49*_*_*_;Gréolières Parking Faïsse;Route de Gentelly;6070;6.943561;43.796143;2;FR*A16*E*WIIZ*49*1*2*_;22;E/F-T2;payant;24h/24;badge, appli et QR code;05/10/2018;https://www.data.gouv.fr/fr/datasets/fichier-consolide-des-bornes-de-recharge-pour-vehicules-electriques/#resource-b6885a15-77c0-4568-881f-6cc7f88e41ef;43.796143,6.943561;6070;Provence-Alpes-Côte d'Azur
CC VITRY CHAMPAGNE ET DER;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A51*P51649*006;VITRY LE FRANCOIS - Rue Paul Foureur;Rue Paul Foureur 51300 VITRY LE FRANCOIS;51649;4.586977;48.732577;2;FR*A51*E51649*006*1;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge, avec une application smartphone et une CB;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;48.732577,4.586977;51649;Grand-Est
CC VITRY CHAMPAGNE ET DER;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A51*P51649*001;VITRY LE FRANCOIS - Parking Place De La Gare;Parking Place De La Gare 51300 VITRY LE FRANCOIS;51649;4.587745;48.7185;2;FR*A51*E51649*001*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge, avec une application smartphone et une CB;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;48.7185,4.587745;51649;Grand-Est
CCPA;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A15*P01244*001;MEXIMIEUX - Rue Des Stades;Rue des stades 1800 MEXIMIEUX;1244;5.192075;45.900445;4;FR*A15*E01244*001*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;45.900445,5.192075;1244;Auvergne-Rhône-Alpes
CCPA;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A15*P01089*001;CHÂTEAU-GAILLARD - Rue Jean Mermoz;Rue Jean Mermoz 1500 CHÂTEAU-GAILLARD;1089;5.312832;45.976184;4;FR*A15*E01089*001*3;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;45.976184,5.312832;1089;Auvergne-Rhône-Alpes
CCPA;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*A15*P01089*001;CHÂTEAU-GAILLARD - Rue Jean Mermoz;Rue Jean Mermoz 1500 CHÂTEAU-GAILLARD;1089;5.312832;45.976184;4;FR*A15*E01089*001*2;22;T2 - EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;45.976184,5.312832;1089;Auvergne-Rhône-Alpes
CCVBA;BOUYGUES ENERGIES ET SERVICES;SIMONE;FR*ABA*P13065*001;MOURIES - Pré D'Ester;Pré D'Ester 13890 MOURIES;13065;4.870647;43.691626;2;FR*ABA*E13065*001*1;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-simone-1/#resource-f18a8eb3-71e5-4d9e-bcf3-e9f8980fc345;43.691626,4.870647;13065;Provence-Alpes-Côte d'Azur
CCVBA;BOUYGUES ENERGIES ET SERVICES;SIMONE;FR*ABA*P13100*002;SAINT-REMY-DE-PROVENCE - Office De Tourisme - Place Jean Jaurès;Office De Tourisme - Place Jean Jaurès 13210 SAINT-REMY-DE-PROVENCE;13100;4.831202;43.786244;2;FR*ABA*E13100*002*1;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-simone-1/#resource-f18a8eb3-71e5-4d9e-bcf3-e9f8980fc345;43.786244,4.831202;13100;Provence-Alpes-Côte d'Azur
CCVBA;BOUYGUES ENERGIES ET SERVICES;SIMONE;FR*ABA*P13034*001;EYGALIERES - Parking Avenue Leon Blum;Parking Avenue Leon Blum 13810 EYGALIERES;13034;4.94716;43.761237;2;FR*ABA*E13034*001*1;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-simone-1/#resource-f18a8eb3-71e5-4d9e-bcf3-e9f8980fc345;43.761237,4.94716;13034;Provence-Alpes-Côte d'Azur
CCVBA;BOUYGUES ENERGIES ET SERVICES;SIMONE;FR*ABA*P13034*001;EYGALIERES - Parking Avenue Leon Blum;Parking Avenue Leon Blum 13810 EYGALIERES;13034;4.94716;43.761237;2;FR*ABA*E13034*001*2;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-simone-1/#resource-f18a8eb3-71e5-4d9e-bcf3-e9f8980fc345;43.761237,4.94716;13034;Provence-Alpes-Côte d'Azur
CCVBA;BOUYGUES ENERGIES ET SERVICES;SIMONE;FR*ABA*P13038*001;FONTVIEILLE - Parking Des Arènes;Parking Des Arènes 13990 FONTVIEILLE;13038;4.709475;43.724666;2;FR*ABA*E13038*001*2;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-simone-1/#resource-f18a8eb3-71e5-4d9e-bcf3-e9f8980fc345;43.724666,4.709475;13038;Provence-Alpes-Côte d'Azur
CNR;Freshmile;move in pure;FR*CN1*PTUZTTN;Seyssel;"Port Gallatin 8, route d'Aix-les-Bains";74269;5.83438;45.9569;2;FR*CN1*ELKXQ*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;45.9569,5.83438;74269;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PJGCECV;Soyons;"Zone Commerciale Les Freydières Route de Valence";7316;4.86094;44.9194;2;FR*CN1*EGCBV*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;44.9194,4.86094;7316;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PYNDRQT;Bellegarde-sur-Valserine;Place Victor Bérard;1033;5.82984;46.1088;2;FR*CN1*ENDJF*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;46.1088,5.82984;1033;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PYNDRQT;Bellegarde-sur-Valserine;Place Victor Bérard;1033;5.82984;46.1088;2;FR*CN1*ENLRW*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;46.1088,5.82984;1033;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PPBFBFV;Saint-Romain-en-Gal;Rue des Thermes;69235;4.86794;45.5292;2;FR*CN1*EMUQN*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;45.5292,4.86794;69235;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PXRAUSA;Saint-Vulbas (Parc industriel de la Plaine de l'Ain);"Parc industriel de la Plaine de l'Ain Avenue Charles de Gaulle";1390;5.28599;45.8374;2;FR*CN1*EKDTE*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;45.8374,5.28599;1390;Auvergne-Rhône-Alpes
CNR;Freshmile;Move in Pure;;Eglise Sainte-Blandine;Rue Ravat 69002 Lyon;69382;4.82282;45.7446;1;FR*CN1*EJGDB*1;50;T2-ChaDeMo-Combo;Payant : forfait 5€ TTC/45min ( tarif Freshmile) 2,5€ la charge Tarif Badge Nissan;24h/24;"Badge Navigateur Téléphone";31/03/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-1d9bef34-461c-4f4d-82ea-d3965a9e7313;45.7446,4.82282;69123;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PVVMVUP;Écully;Le Perollier;69081;4.78329;45.7875;2;FR*CN1*EEBYX*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;45.7875,4.78329;69081;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PWFKGFX;Montélimar;Avenue du 14 Juillet 1789;26198;4.74393;44.5545;2;FR*CN1*EPDMM*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;44.5545,4.74393;26198;Auvergne-Rhône-Alpes
CNR;Freshmile;move in pure;FR*CN1*PDFWYXZ;Arles;1-9, avenue Jean Monnet;13004;4.61815;43.674;2;FR*CN1*EALHR*1;50;T2-Combo2-CHAdeMO;5€ / 45min, si abonné (10€/mois) : 1€/10min;24h/24 7j/7;;04/11/2018;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-e018eec1-b3ed-49ec-a945-cdd1c4b2ae4b;43.674,4.61815;13004;Provence-Alpes-Côte d'Azur
CNR;Freshmile;Move in Pure;;Eglise Sainte-Blandine;Rue Ravat 69002 Lyon;69382;4.82282;45.7446;1;FR*CN1*EVFWJ*1;50;T2-ChaDeMo-Combo;Payant : forfait 5€ TTC/45min ( tarif Freshmile) 2,5€ la charge Tarif Badge Nissan;24h/24;"Badge Navigateur Téléphone";31/03/2017;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques/#resource-1d9bef34-461c-4f4d-82ea-d3965a9e7313;45.7446,4.82282;69123;Auvergne-Rhône-Alpes
COMMELLE VERNAY;SIEL42;MOBILOIRE;FRS42P42069A1;Parking allée du parc;allée du parc;42069;4.060496;45.999082;2;FRS42P42069A11;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.999082,4.060496;42069;Auvergne-Rhône-Alpes
Communauté de Communes de la Haute Vallée de Chevreuse;Clem';cchvc.clem.mobi;FR*A07*PCCHVC14;CCHVC 14 - St-Remy-les-Chevreuse - Beausejour - EF + T2 (1);2 Rue de la Digue, Saint Rémy-lès-Chevreuse;78 575;2.066867;48.698864;2;FR*A07*ECCHVC14*78014*1;22 kW;T2-EF;Réservation préalable, accès par badge;24h/24 7j/7;Recharge normale et accélérée, accessible par badge après réservation sur le site internet cchvc.clem.mobi ou depuis l'application mobile Clem' Ecomobilité -Informations sur le site : cchvc.clem.mobi;29/05/2017;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-cchvc-communaute-de-communes-de-la-haute-vallee-de-chevreuse-1/#resource-8a744efe-d86b-40c6-bae6-4672a78c1268;48.698864,2.066867;78575;Ile-de-France
Communauté de Communes de la Haute Vallée de Chevreuse;Clem';cchvc.clem.mobi;FR*A07*PCCHVC12;CCHVC 12 - St-Lambert-des-Bois - Port Royal - EF + T2 (2);5 Rue de Port Royal, Saint Lambert;78 561;2.019443;48.733284;2;FR*A07*ECCHVC12*78012*2;22 kW;T2-EF;Réservation préalable, accès par badge;24h/24 7j/7;Recharge normale et accélérée, accessible par badge après réservation sur le site internet cchvc.clem.mobi ou depuis l'application mobile Clem' Ecomobilité -Informations sur le site : cchvc.clem.mobi;29/05/2017;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-cchvc-communaute-de-communes-de-la-haute-vallee-de-chevreuse-1/#resource-8a744efe-d86b-40c6-bae6-4672a78c1268;48.733284,2.019443;78561;Ile-de-France
Communauté de Communes de la Haute Vallée de Chevreuse;Clem';cchvc.clem.mobi;FR*A07*PCCHVC03;CCHVC 3 - Chevreuse - Rhodon - EF + T2 (1);46 Route de Milon, Chevreuse;78 160;2.043351;48.711696;2;FR*A07*ECCHVC03*78003*1;22 kW;T2-EF;Réservation préalable, accès par badge;24h/24 7j/7;Recharge normale et accélérée, accessible par badge après réservation sur le site internet cchvc.clem.mobi ou depuis l'application mobile Clem' Ecomobilité -Informations sur le site : cchvc.clem.mobi;29/05/2017;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-cchvc-communaute-de-communes-de-la-haute-vallee-de-chevreuse-1/#resource-8a744efe-d86b-40c6-bae6-4672a78c1268;48.711696,2.043351;78160;Ile-de-France
Communauté de Communes de la Haute Vallée de Chevreuse;Clem';cchvc.clem.mobi;FR*A07*PCCHVC04;CCHVC 4 - Choisel - Parking mairie - EF + T2 (1);1 Route de la Grange aux Moines, Choisel;78 162;2.017795;48.686673;2;FR*A07*ECCHVC04*78004*1;22 kW;T2-EF;Réservation préalable, accès par badge;24h/24 7j/7;Recharge normale et accélérée, accessible par badge après réservation sur le site internet cchvc.clem.mobi ou depuis l'application mobile Clem' Ecomobilité -Informations sur le site : cchvc.clem.mobi;29/05/2017;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-cchvc-communaute-de-communes-de-la-haute-vallee-de-chevreuse-1/#resource-8a744efe-d86b-40c6-bae6-4672a78c1268;48.686673,2.017795;78162;Ile-de-France
Communauté de Communes de la Haute Vallée de Chevreuse;Clem';cchvc.clem.mobi;FR*A07*PCCHVC12;CCHVC 12 - St-Lambert-des-Bois - Port Royal - EF + T2 (1);5 Rue de Port Royal, Saint Lambert;78 561;2.019443;48.733284;2;FR*A07*ECCHVC12*78012*1;22 kW;T2-EF;Réservation préalable, accès par badge;24h/24 7j/7;Recharge normale et accélérée, accessible par badge après réservation sur le site internet cchvc.clem.mobi ou depuis l'application mobile Clem' Ecomobilité -Informations sur le site : cchvc.clem.mobi;29/05/2017;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-cchvc-communaute-de-communes-de-la-haute-vallee-de-chevreuse-1/#resource-8a744efe-d86b-40c6-bae6-4672a78c1268;48.733284,2.019443;78561;Ile-de-France
Communauté de Communes de la Haute Vallée de Chevreuse;Clem';cchvc.clem.mobi;FR*A07*PCCHVC16;CCHVC 16 - St-Remy-les-Chevreuse - Beauplan - EF + T2 (1);19 Rue du Château d'Eau, Saint Rémy-lès-Chevreuse;78 575;2.081791;48.715224;2;FR*A07*ECCHVC16*78016*1;22 kW;T2-EF;Réservation préalable, accès par badge;24h/24 7j/7;Recharge normale et accélérée, accessible par badge après réservation sur le site internet cchvc.clem.mobi ou depuis l'application mobile Clem' Ecomobilité -Informations sur le site : cchvc.clem.mobi;29/05/2017;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-cchvc-communaute-de-communes-de-la-haute-vallee-de-chevreuse-1/#resource-8a744efe-d86b-40c6-bae6-4672a78c1268;48.715224,2.081791;78575;Ile-de-France
Communauté de Communes de la Haute Vallée de Chevreuse;Clem';cchvc.clem.mobi;FR*A07*PCCHVC05;CCHVC 5 - Dampierre en Yvelines - Chateau - EF + T2 (1);2 Grande Rue, Dampierre-en-Yvelines;78 193;1.986804;48.705833;2;FR*A07*ECCHVC05*78005*1;22 kW;T2-EF;Réservation préalable, accès par badge;24h/24 7j/7;Recharge normale et accélérée, accessible par badge après réservation sur le site internet cchvc.clem.mobi ou depuis l'application mobile Clem' Ecomobilité -Informations sur le site : cchvc.clem.mobi;29/05/2017;https://www.data.gouv.fr/fr/datasets/bornes-de-recharge-de-la-cchvc-communaute-de-communes-de-la-haute-vallee-de-chevreuse-1/#resource-8a744efe-d86b-40c6-bae6-4672a78c1268;48.705833,1.986804;78193;Ile-de-France
DOCUWORLD;BOUYGUES ENERGIES ET SERVICES;Alizé Liberté;FR*DWD*P44172*001;SAINTE LUCE SUR LOIRE - Rue Gutemberg;Rue Gutemberg 44980 SAINTE LUCE SUR LOIRE;44172;-1.483519077;47.26628585;6;FR*DWD*E44172*001*3;22;EF - T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-alize-liberte/#resource-028c48d8-d672-46ea-a7b8-9a4ce21857b5;47.26628585,-1.483519077;44172;Pays de la Loire
DRIVECO;Driveco;Driveco;FR*E08*PDRVPARASOL20090*1;Parasol | Ajaccio;1, Parking Charles Ornano, Ajaccio, 20090;-;8.740014;41.929583;8;FR*E08*ET23IT10416003*P1;20.000;Chademo;Gratuit;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;41.929583,8.740014;2A004;Corse
FDEL 46;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S46*P46240*001;ROCAMADOUR - D673 Lieu dit L'hospitalet;D673 Lieu dit L'hospitalet 46500 RoCAMADOUR;46240;1.626287;44.805323;8;FR*S46*E46240*001*8;4;EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;44.805323,1.626287;46240;Occitanie
FDEL 46;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S46*P46185*001;MARTEL - La Fontanelle;La Fontanelle 46600 MARTEL;46185;1.6067554;44.935797;8;FR*S46*E46185*001*6;36;CHADEMO;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;44.935797,1.6067554;46185;Occitanie
FDEL 46;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S46*P46256*002;SAINT CIRQ LAPOPIE - PARKING P4;Parking P4 46330 SAINT CIRQ LAPOPIE;46256;1.667674;44.463825;2;FR*S46*E46256*002*1;22;EF - T2 - T3;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;44.463825,1.667674;46256;Occitanie
FDEL 46;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S46*P46148*001;LALBENQUE - Place de la Foun Priundo;Place de la Foun Priundo 46230 LALBENQUE;46148;1.548159;44.336149;4;FR*S46*E46148*001*1;36;T2;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;44.336149,1.548159;46148;Occitanie
FDEL 46;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S46*P46102*001;FIGEAC - Parking Jean Jaurès;Parking Jean Jaurès 46100 FIGEAC;46102;2.029835;44.606428;8;FR*S46*E46102*001*3;36;COMBO;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;44.606428,2.029835;46102;Occitanie
FDEL 46;BOUYGUES ENERGIES ET SERVICES;Révéo;FR*S46*P46102*002;FIGEAC - Boulevard du colonel Teulie;Boulevard du colonel Teulie 46100 FIGEAC;46102;2.036229;44.611422;8;FR*S46*E46102*002*4;4;EF;Payant;24h/24 et 7j/7;Recharge par badge et avec une application smartphone;25/02/2019;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-reveo-1/#resource-7a7abd8c-c1df-46ba-b2c7-56428d45f89b;44.611422,2.036229;46102;Occitanie
